Station,Statname,Latitude,Longitude,Elevation,Category,Technology,Status,InstDate,SuspDate,State,County,Stream,Operator,AHName,SZName,SZHName,Timezone,Datetime,Clouds,Dewpoint,Feelslike,Humidity,Pressure,Rain,Temp,UVI,Visibility,Winddeg,Windgust,Windspeed,OWMid,OWMmain,OWMdesc,OWMicon,Julian
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 10:00:00,79.000000,18.720000,21.750000,85.000000,1014.000000,,21.340000,0.000000,10000.000000,135.000000,0.67,0.330000,803,Clouds,broken clouds,04n,10
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 11:00:00,90.000000,20.910000,24.590000,83.000000,1014.000000,,23.970000,0.000000,9000.000000,0.000000,,0.000000,721,Haze,haze,50n,11
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 12:00:00,75.000000,20.910000,24.590000,83.000000,1015.000000,,23.970000,0.230000,10000.000000,0.000000,,1.030000,803,Clouds,broken clouds,04d,12
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 13:00:00,40.000000,20.870000,25.560000,78.000000,1016.000000,,24.970000,2.080000,10000.000000,0.000000,,1.030000,802,Clouds,scattered clouds,03d,13
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 14:00:00,20.000000,20.800000,28.720000,69.000000,1016.000000,,26.970000,5.030000,10000.000000,0.000000,,1.030000,801,Clouds,few clouds,02d,14
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 15:00:00,20.000000,20.690000,31.140000,61.000000,1016.000000,,28.970000,8.580000,10000.000000,40.000000,,3.600000,801,Clouds,few clouds,02d,15
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 16:00:00,20.000000,20.870000,33.610000,55.000000,1015.000000,,30.970000,11.400000,10000.000000,0.000000,,3.090000,801,Clouds,few clouds,02d,16
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 17:00:00,20.000000,19.650000,32.770000,51.000000,1013.000000,,30.970000,12.570000,10000.000000,20.000000,,3.600000,801,Clouds,few clouds,02d,17
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 18:00:00,20.000000,18.560000,33.190000,45.000000,1011.000000,,31.970000,11.540000,10000.000000,10.000000,,4.120000,801,Clouds,few clouds,02d,18
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 19:00:00,20.000000,17.580000,33.740000,40.000000,1010.000000,0.15,32.970000,8.170000,10000.000000,20.000000,,3.600000,500,Rain,light rain,10d,19
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 20:00:00,20.000000,18.730000,34.410000,43.000000,1009.000000,0.18,32.970000,4.870000,10000.000000,30.000000,,3.600000,500,Rain,light rain,10d,20
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 21:00:00,20.000000,17.580000,33.740000,40.000000,1008.000000,0.2,32.970000,2.080000,10000.000000,20.000000,,4.120000,500,Rain,light rain,10d,21
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 22:00:00,20.000000,17.580000,33.740000,40.000000,1008.000000,,32.970000,0.420000,10000.000000,20.000000,,4.120000,801,Clouds,few clouds,02d,22
21115020,"AEROPUERTO BENITO SALAS [21115020]",2.948750,-75.293056,439.000000,Sinóptica Secundaria,Convencional,Activa,1930-01-15 00:00:00,NaT,Huila,Neiva,Ariari,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Rio Fortalecillas y otros,America/Bogota,2022-01-09 23:00:00,20.000000,19.650000,31.660000,54.000000,1008.000000,,29.970000,0.000000,10000.000000,20.000000,,3.600000,801,Clouds,few clouds,02d,23
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 00:00:00,20.000000,18.780000,24.260000,73.000000,1018.000000,,23.910000,0.000000,10000.000000,20.000000,,1.540000,801,Clouds,few clouds,02n,00
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 01:00:00,20.000000,18.890000,22.320000,83.000000,1019.000000,,21.910000,0.000000,10000.000000,0.000000,,1.030000,801,Clouds,few clouds,02n,01
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 02:00:00,20.000000,19.830000,22.450000,88.000000,1020.000000,,21.910000,0.000000,10000.000000,230.000000,,1.540000,801,Clouds,few clouds,02n,02
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 03:00:00,20.000000,19.830000,22.450000,88.000000,1020.000000,,21.910000,0.000000,10000.000000,230.000000,,1.540000,801,Clouds,few clouds,02n,03
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 04:00:00,42.000000,18.080000,22.190000,79.000000,1017.000000,,21.880000,0.000000,10000.000000,326.000000,1.81,2.350000,802,Clouds,scattered clouds,03n,04
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 05:00:00,49.000000,18.080000,22.190000,79.000000,1017.000000,,21.880000,0.000000,10000.000000,328.000000,1.65,2.160000,802,Clouds,scattered clouds,03n,05
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 06:00:00,11.000000,15.980000,19.420000,81.000000,1016.000000,,19.320000,0.000000,10000.000000,325.000000,1.52,1.970000,801,Clouds,few clouds,02n,06
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 07:00:00,11.000000,16.010000,19.260000,82.000000,1015.000000,,19.150000,0.000000,10000.000000,322.000000,1.33,1.720000,801,Clouds,few clouds,02n,07
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 08:00:00,28.000000,15.880000,19.120000,82.000000,1015.000000,,19.020000,0.000000,10000.000000,326.000000,1.22,1.500000,802,Clouds,scattered clouds,03n,08
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 09:00:00,36.000000,16.010000,18.900000,84.000000,1015.000000,0.11,18.770000,0.000000,10000.000000,325.000000,1.14,1.390000,500,Rain,light rain,10n,09
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 10:00:00,33.000000,15.830000,18.880000,83.000000,1016.000000,,18.780000,0.000000,10000.000000,316.000000,1.11,1.420000,802,Clouds,scattered clouds,03n,10
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 11:00:00,20.000000,15.770000,19.000000,82.000000,1020.000000,,18.910000,0.000000,10000.000000,290.000000,,2.060000,801,Clouds,few clouds,02n,11
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 12:00:00,20.000000,14.930000,19.860000,73.000000,1020.000000,,19.910000,0.420000,10000.000000,290.000000,,2.570000,801,Clouds,few clouds,02d,12
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 13:00:00,20.000000,14.930000,19.860000,73.000000,1020.000000,,19.910000,1.050000,10000.000000,290.000000,,2.570000,801,Clouds,few clouds,02d,13
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 14:00:00,20.000000,17.880000,25.150000,65.000000,1022.000000,,24.910000,2.600000,10000.000000,0.000000,,0.000000,801,Clouds,few clouds,02d,14
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 15:00:00,20.000000,17.820000,26.150000,61.000000,1022.000000,,25.910000,4.460000,10000.000000,0.000000,,1.540000,801,Clouds,few clouds,02d,15
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 16:00:00,40.000000,18.760000,28.040000,61.000000,1021.000000,,26.910000,9.280000,10000.000000,90.000000,,3.600000,802,Clouds,scattered clouds,03d,16
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 17:00:00,40.000000,19.790000,26.360000,69.000000,1020.000000,0.18,25.910000,10.220000,10000.000000,90.000000,,4.630000,500,Rain,light rain,10d,17
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 18:00:00,40.000000,18.610000,29.010000,57.000000,1018.000000,0.3,27.910000,9.400000,10000.000000,40.000000,,4.120000,500,Rain,light rain,10d,18
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 19:00:00,40.000000,18.610000,29.010000,57.000000,1017.000000,0.13,27.910000,6.220000,10000.000000,60.000000,,2.570000,500,Rain,light rain,10d,19
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 20:00:00,40.000000,18.610000,29.010000,57.000000,1016.000000,,27.910000,3.680000,10000.000000,70.000000,,5.140000,802,Clouds,scattered clouds,03d,20
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 21:00:00,20.000000,18.610000,29.010000,57.000000,1015.000000,0.33,27.910000,1.540000,10000.000000,70.000000,,5.140000,500,Rain,light rain,10d,21
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 22:00:00,20.000000,18.760000,28.040000,61.000000,1015.000000,0.44,26.910000,0.470000,10000.000000,80.000000,,3.600000,500,Rain,light rain,10d,22
21245040,"AEROPUERTO PERALES [21245040]",4.424139,-75.139417,943.000000,Sinóptica Secundaria,Convencional,Activa,1970-11-15 00:00:00,NaT,Tolima,Ibagué,Meta,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Río Opía,America/Bogota,2022-01-09 23:00:00,20.000000,19.740000,25.360000,73.000000,1015.000000,0.42,24.910000,0.000000,10000.000000,60.000000,,2.060000,500,Rain,light rain,10d,23
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 00:00:00,81.000000,21.830000,24.870000,87.000000,1012.000000,,24.130000,0.000000,10000.000000,310.000000,8.07,4.310000,803,Clouds,broken clouds,04n,00
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 01:00:00,88.000000,21.800000,25.020000,86.000000,1013.000000,,24.290000,0.000000,10000.000000,312.000000,7.34,4.290000,804,Clouds,overcast clouds,04n,01
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 02:00:00,94.000000,21.830000,24.690000,88.000000,1013.000000,,23.940000,0.000000,10000.000000,315.000000,6.53,3.460000,804,Clouds,overcast clouds,04n,02
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 03:00:00,96.000000,21.790000,24.460000,89.000000,1014.000000,,23.710000,0.000000,10000.000000,310.000000,4.62,2.530000,804,Clouds,overcast clouds,04n,03
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 04:00:00,97.000000,21.640000,24.300000,89.000000,1013.000000,0.12,23.560000,0.000000,10000.000000,313.000000,2.94,1.900000,500,Rain,light rain,10n,04
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 05:00:00,97.000000,21.280000,24.250000,87.000000,1013.000000,,23.570000,0.000000,10000.000000,306.000000,2.58,1.810000,804,Clouds,overcast clouds,04n,05
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 06:00:00,78.000000,20.970000,23.900000,87.000000,1013.000000,,23.250000,0.000000,10000.000000,271.000000,1.6,1.370000,803,Clouds,broken clouds,04n,06
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 07:00:00,85.000000,20.810000,23.730000,87.000000,1012.000000,,23.090000,0.000000,10000.000000,275.000000,1.38,1.300000,804,Clouds,overcast clouds,04n,07
25025080,"AEROPUERTO RAFAEL BARVO [25025080]",9.333889,-75.283056,166.000000,Sinóptica Secundaria,Convencional,Activa,1940-06-15 00:00:00,NaT,Sucre,Corozal,Ay Libra Arriba,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,America/Bogota,2022-01-09 08:00:00,92.000000,20.610000,23.510000,87.000000,1012.000000,,22.890000,0.000000,10000.000000,237.000000,0.84,0.590000,804,Clouds,overcast clouds,04n,08
