,CODIGO,nombre,FECHA_INST,altitud,latitud,longitud,FECHA_SUSP,ENTIDAD,CategId,DEMValue,COD_AH,COD_ZH,COD_SZH,NOM_AH,NOM_ZH,NOM_SZH,Akm2_SZH
31,11030060,INST DEL CHOCO  [11030060],1931-06-15 00:00:00,33.0,5.68333333,-76.66666667,1955-12-15 00:00:00,MINISTERIO DE LA ECONOMIA,PM,42,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
32,11030070,LOMA LA PUEBLO NUEVO [11030070],2005-04-15 00:00:00,72.0,5.58466667,-76.75327778,2022-12-15 12:26:08,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PG,47,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
33,11035010,LLORO [11035010],1983-03-15 00:00:00,41.0,5.51,-76.58,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CP,51,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
34,11035020,SAN ISIDRO [11035020],1983-03-15 00:00:00,53.0,5.62616667,-76.74972222000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,48,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
35,11035030,UNION PANAMERICANA - AUT  [11035030],2017-12-29 00:00:00,110.0,5.28482778,-76.62782222,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,95,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
36,11037010,SAN ISIDRO [11037010],1967-05-15 00:00:00,53.0,5.62625,-76.74972194,2022-05-16 13:49:34,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,48,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
37,11037020,PUENTE CERTEGUI [11037020],1971-06-15 00:00:00,77.0,5.37475,-76.61325000000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LG,65,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
38,11037030,LA LOMA PUEBLO [11037030],2005-04-15 00:00:00,72.0,5.58466667,-76.75327778,2018-10-11 10:10:07,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LG,47,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
39,1117500060,LLORO - AUT [1117500060],2018-04-18 00:00:00,41.0,5.51,-76.58,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CP,51,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
40,54017010,MUNGUIDO  [54017010],1967-02-15 00:00:00,2.0,5.26666667,-76.66666667,1968-12-15 00:00:00,INGENIEROS TECNICOS CONSULTORES,LM,120,1,11,1103,Caribe,Atrato - Darién,Río Quito,1841.26302313
41,11050010,TAGACHI [11050010],1966-01-15 00:00:00,20.0,6.22177778,-76.72702778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,15,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
42,11057010,TAGACHI [11057010],1966-04-15 00:00:00,18.0,6.21666667,-76.71666667,2002-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,26,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
43,11057020,SAN ANTONIO PADUA  - AUT [11057020],1973-05-15 00:00:00,18.0,6.28666667,-76.76180556,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LG,35,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
44,11060010,BUCHADO [11060010],1969-01-15 00:00:00,18.0,6.42,-76.77927778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,58,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
45,11060020,POCITOS  [11060020],1990-04-15 00:00:00,890.0,6.23333333,-76.33333332999999,1993-04-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,875,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
46,11060030,CAMPO BONITO  [11060030],1989-08-15 00:00:00,120.0,6.21666667,-76.48333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,162,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
47,11067010,CAMPO BONITO RP 11  [11067010],1989-08-15 00:00:00,115.0,6.2,-76.48333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,316,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
48,11077140,PTE NENDO RP 7A  [11077140],1992-08-15 00:00:00,820.0,6.31666667,-76.55,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,599,1,11,1106,Caribe,Atrato - Darién,Directos Atrato entre ríos Bebaramá y Murrí (md),1632.55969348
49,11050020,BETE [1105002],1977-02-15 00:00:00,25.0,5.99472222,-76.78002778,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,37,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
50,11050030,BUEY EL [1105003],1977-02-15 00:00:00,25.0,6.1025,-76.82136111,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,42,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
51,11050040,CALAORRA [11050040],1977-02-15 00:00:00,50.0,5.76666667,-76.85,1994-03-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,70,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
52,11050060,ALTO DEL BUEY [11050060],1977-02-15 00:00:00,100.0,6.10833333,-76.91563889,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,49,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
53,11077010,BELLAVISTA  [11077010],1966-05-14 19:00:00,12.0,6.55880556,-76.88447222,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,11,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
54,11080010,BELLAVISTA [11080010],1966-07-15 00:00:00,18.0,6.55916667,-76.88541667,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,12,1,11,1105,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),3142.17349619
55,11070010,PLAYA LA-MURRY [11070010],1966-12-15 00:00:00,22.0,6.61666694,-76.75,2022-05-16 14:43:51,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,22,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
56,11070020,ROBLE EL [11070020],1977-03-15 00:00:00,1496.0,6.33205167,-76.229145,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,1460,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
57,11070030,CLARITA LA [11070030],1977-03-15 00:00:00,2300.0,6.53944444,-76.15861111000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,2305,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
58,11070040,URRAO [11070040],1969-01-15 00:00:00,1875.0,6.33333333,-76.16666667,1973-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,2139,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
59,11070050,URRAO  [11070050],1959-03-15 00:00:00,1875.0,6.33333333,-76.16666667,1969-12-15 00:00:00,INSTITUTO COLOMBIANO DE ENERGIA ELECTRICA (ELECTRAGUAS),PM,2139,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
60,11070060,CARAUTICA  [11070060],1978-03-15 00:00:00,1995.0,6.61666667,-76.2,1980-01-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,2160,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
61,11070070,CRUCES  [11070070],1978-03-15 00:00:00,950.0,6.48333333,-76.35,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,705,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
62,11070080,MANDE  [11070080],1978-03-15 00:00:00,495.0,6.43333333,-76.45,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,275,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
63,11070090,STA BARBARA  [11070090],1978-03-15 00:00:00,2595.0,6.4,-76.06666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,2737,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
64,11070100,SIRENO EL  [11070100],1978-03-15 00:00:00,1210.0,6.38333333,-76.23333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,1355,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
65,11070110,NENDO  [11070110],1978-03-15 00:00:00,960.0,6.33333333,-76.31666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,1172,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
66,11070120,PABON  [11070120],1978-03-15 00:00:00,1920.0,6.15,-76.13333333,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,2120,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
67,11070130,BRECHON EL [11070130],1970-10-15 00:00:00,2320.0,6.13333333,-76.03333332999999,2000-01-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,2132,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
68,11070140,CHAQUENODA  [11070140],1980-05-15 00:00:00,460.0,6.61666667,-76.41666667,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,514,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
69,11070150,PALMERA LA  [11070150],1980-07-15 00:00:00,800.0,6.41666667,-76.5,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,445,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
70,11070160,PANTANOGRANDE  [11070160],1978-03-15 00:00:00,820.0,6.7,-76.46666667,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,901,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
71,11070170,SAN JOSE  [11070170],1986-07-15 00:00:00,1870.0,6.25,-76.15,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,2097,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
72,11070180,MURRI  [11070180],1978-03-15 00:00:00,810.0,6.73333333,-76.35,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,PG,932,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
73,11075010,HONDA LA [11075010],1990-07-15 00:00:00,1850.0,6.35638889,-76.15805556000001,2011-05-10 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,1845,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
74,11075020,URRAO [11075020],1973-06-15 00:00:00,1833.0,6.29830556,-76.14330556,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,1881,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
75,11075030,FUEMIA  [11075030],1978-04-15 00:00:00,480.0,6.56666667,-76.58333332999999,1980-06-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,CO,638,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
76,11075040,CURBATA  [11075040],1976-03-15 00:00:00,145.0,6.6,-76.51666666999999,1989-07-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,CP,493,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
77,11077020,LA MAGDALENA - AUT [11077020],1972-09-15 00:00:00,1770.0,6.29836111,-76.13447222,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LG,1781,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
78,11077030,PLAYA LA [11077030],1975-09-15 00:00:00,22.0,6.61666667,-76.75,2002-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,LM,22,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
79,11077040,RP-1  [11077040],1977-04-15 00:00:00,1760.0,6.35,-76.15,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1827,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
80,11077050,ENCARNACION RP-2  [11077050],1977-02-15 00:00:00,1570.0,6.43333333,-76.15,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2940,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
81,11077060,CALLE MANSA RP 3  [11077060],1978-03-15 00:00:00,140.0,6.55,-76.53333332999999,1993-05-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,512,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
82,11077070,CURBATA RP 4  [11077070],1992-04-15 00:00:00,165.0,6.6,-76.51666666999999,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,493,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
83,11077080,CHAQUENODA RP-5  [11077080],1980-05-15 00:00:00,145.0,6.63333333,-76.43333333,1993-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,542,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
84,11077090,JENGAMECODA RP-6  [11077090],1980-05-15 00:00:00,570.0,6.6,-76.4,1989-11-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,555,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
85,11077100,NENDO RP-7  [11077100],1980-06-15 00:00:00,880.0,6.33333333,-76.33333332999999,1992-12-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,1058,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
86,11077110,PABON RP 8  [11077110],1986-07-15 00:00:00,1845.0,6.25,-76.15,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,2097,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
87,11077120,PLAYA LA RP-9  [11077120],1986-08-15 00:00:00,20.0,6.61666667,-76.73333333,1992-03-15 00:00:00,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,18,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
88,11077130,STA MARIA RP 10  [11077130],1987-07-15 00:00:00,190.0,6.48333333,-76.45,NaT,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,LG,260,1,11,1107,Caribe,Atrato - Darién,Río Murrí,3534.2201473
89,11080030,LOMA LA-BOJAYA [11080030],1967-01-15 00:00:00,20.0,6.533333059999999,-76.98333278,2022-05-16 15:35:17,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,38,1,11,1108,Caribe,Atrato - Darién,Río Bojayá,1849.35776475
90,11085010,LOMA LA [11085010],1980-09-15 00:00:00,20.0,6.53333333,-76.98333333,2000-07-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,AM,38,1,11,1108,Caribe,Atrato - Darién,Río Bojayá,1849.35776475
91,11090010,OPOGADO [11090010],1977-04-15 00:00:00,50.0,6.81252778,-76.97272222000001,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,12,1,11,1109,Caribe,Atrato - Darién,Río Napipí - Río Opogadó,1139.23491441
92,11100010,VIGIA DE CURVARADO [11100010],1972-06-15 00:00:00,25.0,7.08333333,-76.91666667,2002-02-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,11,1,11,1110,Caribe,Atrato - Darién,Río Murindó - Directos al Atrato,2706.71734194
93,11100030,MURINDO [11100030],1981-12-15 00:00:00,23.0,7.0,-76.75,1986-12-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,28,1,11,1110,Caribe,Atrato - Darién,Río Murindó - Directos al Atrato,2706.71734194
94,11105010,MURINDO [11105010],1972-04-15 00:00:00,23.0,6.96666667,-76.75,1981-11-15 00:00:00,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,12,1,11,1110,Caribe,Atrato - Darién,Río Murindó - Directos al Atrato,2706.71734194
95,11100020,DOMINGODO [11100020],1966-01-15 00:00:00,11.0,7.18,-77.03,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,PM,6,1,11,1111,Caribe,Atrato - Darién,Río Sucio,5484.43444804
96,11105020,CARMEN DEL DARIEN -AUT [11105020],2005-09-28 00:00:00,18.0,7.15433333,-76.97719444,NaT,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,CO,6,1,11,1111,Caribe,Atrato - Darién,Río Sucio,5484.43444804
